File Name,Date,Particulars,Vch Type,Vch No.,Debit,Credit
V.S.KHANOLKAR PRIVATE LIMITED.pdf,13-Dec-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
3247.20 Dr
CGST
292.25 Dr
SGST
292.25 Dr",157,3831.70,
V.S.KHANOLKAR PRIVATE LIMITED.pdf,27-Jan-20,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
1214.40 Dr
CGST
109.30 Dr
SGST
109.30 Dr",158,1214.40,
GULSHAN TRADERS.pdf,11-Apr-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
1320.00 Dr
CGST
118.80 Dr
SGST
118.80 Dr",159,1320.00,
KARTHIK ENTERPRISES.pdf,16-Apr-19,"HDFC Bank  9564 6,900.00 125 Payment
POS 524254XXXXXX1996 KARTHIK",Payment,125,,6900.00
UNITED SALES AND SERVICE CO.pdf,1-Jun-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
348.00 Dr
CGST
31.32 Dr
CGST
12.60 Dr
SGST
31.32 Dr
SGST
12.60 Dr",336,348.00,
UNITED SALES AND SERVICE CO.pdf,1-Jun-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
348.00 Dr
CGST
31.32 Dr
CGST
12.60 Dr
SGST
31.32 Dr
SGST
12.60 Dr",337,348.00,
NATIONAL ENGINEERING COMPANY.pdf,4-Feb-20,"(as per details)
PURCHASES
IGST","PURCHASES
1186.45 Dr
IGST
213.56 Dr",303,1186.45,
NATIONAL ENGINEERING COMPANY.pdf,6-Feb-20,"(as per details)
PURCHASES
IGST","PURCHASES
203.40 Dr
IGST
36.61 Dr",304,203.40,
NATIONAL ENGINEERING COMPANY.pdf,10-Feb-20,"(as per details)
PURCHASES
IGST","PURCHASES
508.48 Dr
IGST
91.53 Dr",307,600.10,
NATIONAL ENGINEERING COMPANY.pdf,2-Mar-20,"(as per details)
PURCHASES
IGST","PURCHASES
508.48 Dr
IGST
91.52 Dr",305,508.48,
NATIONAL ENGINEERING COMPANY.pdf,10-Mar-20,"(as per details)
PURCHASES
IGST","PURCHASES
508.47 Dr
IGST
91.53 Dr",306,508.47,
MINISTRY OF RAILWAYS.pdf,29-Aug-19,"(as per details)
PURCHASES
IGST
BEING PURCHASES MADE VIDE INVOICE
NOPS","PURCHASES
1343.00 Dr
IGST
67.15 Dr",7,1410.15,
EMMBROS OVERSEAS LIFESTYLE PRIVATE LIMITED.pdf,26-Aug-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
846.62 Dr
CGST
76.19 Dr
SGST
76.19 Dr",160,846.62,
RAVR ENTERPRISES.pdf,1-Sep-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
256.28 Dr
CGST
6.41 Dr
SGST
6.41 Dr",282,269.09,
INDUSTRIAL BELTS AND BEARING CENTRE.pdf,3-Jun-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
3320.00 Dr
CGST
298.80 Dr
SGST
298.00 Dr",81,3320.00,
INDUSTRIAL BELTS AND BEARING CENTRE.pdf,20-Jun-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
11409.38 Dr
CGST
1026.81 Dr
SGST
1026.81 Dr",82,13463.00,
INDUSTRIAL BELTS AND BEARING CENTRE.pdf,31-Jul-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
480.00 Dr
CGST
43.20 Dr
SGST
43.20 Dr",83,480.00,
JAYA AGENCIES.pdf,9-Apr-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
4689.00 Dr
CGST
281.36 Dr
SGST
281.36 Dr",193,4689.00,
JAYA AGENCIES.pdf,13-Apr-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
2547.19 Dr
CGST
215.91 Dr
SGST
215.91 Dr",198,2547.19,
JAYA AGENCIES.pdf,15-Apr-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
2766.97 Dr
CGST
166.02 Dr
SGST
166.02 Dr",200,2766.97,
JAYA AGENCIES.pdf,19-Apr-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
5658.07 Dr
CGST
342.46 Dr
SGST
342.46 Dr",201,5658.07,
JAYA AGENCIES.pdf,29-Apr-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
2823.63 Dr
CGST
170.69 Dr
SGST
170.69 Dr",202,2823.63,
JAYA AGENCIES.pdf,15-May-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
2296.43 Dr
CGST
137.79 Dr
SGST
135.79 Dr",192,2296.43,
JAYA AGENCIES.pdf,9-Jul-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
7267.59 Dr
CGST
481.21 Dr
CGST
428.37 Dr
SGST
481.21 Dr
SGST
428.37 Dr",194,7267.59,
JAYA AGENCIES.pdf,9-Jul-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
7267.59 Dr
CGST
481.21 Dr
CGST
428.37 Dr
SGST
481.21 Dr
SGST
428.37 Dr",195,7267.59,
JAYA AGENCIES.pdf,13-Jul-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
7230.82 Dr
CGST
569.08 Dr
SGST
569.08 Dr",196,7230.82,
JAYA AGENCIES.pdf,13-Jul-19,Transaction details,Purchase,,47331.00,
JAYA AGENCIES.pdf,16-Jul-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
130.05 Dr
CGST
8.97 Dr
SGST
8.97 Dr",138,130.05,
JAYA AGENCIES.pdf,26-Jul-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
11401.06 Dr
CGST
749.47 Dr
SGST
749.47 Dr",199,12900.00,
JAYA AGENCIES.pdf,3-Sep-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
10677.50 Dr
CGST
663.46 Dr
SGST
663.46 Dr",185,12000.00,
JAYA AGENCIES.pdf,20-Sep-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
250.00 Dr
CGST
15.00 Dr
SGST
15.00 Dr",186,250.00,
JAYA AGENCIES.pdf,11-Oct-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
383.92 Dr
CGST
23.04 Dr
SGST
23.04 Dr",187,383.92,
JAYA AGENCIES.pdf,16-Dec-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
93.74 Dr
CGST
5.63 Dr
SGST
5.63 Dr",188,93.74,
JAYA AGENCIES.pdf,20-Dec-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
8397.04 Dr
CGST
526.48 Dr
CGST
399.90 Dr
SGST
526.48 Dr
SGST
399.90 Dr",189,8397.04,
JAYA AGENCIES.pdf,20-Dec-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
8397.04 Dr
CGST
526.48 Dr
CGST
399.90 Dr
SGST
526.48 Dr
SGST
399.90 Dr",203,8397.04,
JAYA AGENCIES.pdf,25-Dec-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
959.46 Dr
CGST
70.27 Dr
SGST
70.27 Dr",190,959.46,
JAYA AGENCIES.pdf,14-Jan-20,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
98.22 Dr
CGST
5.89 Dr
SGST
5.89 Dr",191,98.22,
GALAXY PAINTS AND HARDWARES.pdf,14-Mar-20,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
508.45 Dr
CGST
45.76 Dr
SGST
45.76 Dr",183,599.97,
GALAXY PAINTS AND HARDWARES.pdf,18-Mar-20,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
67.80 Dr
CGST
6.10 Dr
SGST
6.10 Dr",184,67.80,
YOUR ACCESSORIES STORE.pdf,4-Jul-19,"(as per details)
PURCHASES
IGST
BEING PURCHASES MADE VIDE INVOICE
NO QNTN-","PURCHASES
414.40 Dr
IGST
74.59 Dr",13,488.99,
VENDORSKART ONLINE SERVICES PRIVATE LIMITED.pdf,26-May-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
843.22 Dr
CGST
75.89 Dr
SGST
75.89 Dr",164,843.22,
MODERN SUPPLY AGENCY.pdf,8-May-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
3900.00 Dr
CGST
351.00 Dr
SGST
351.00 Dr",250,3900.00,
MODERN SUPPLY AGENCY.pdf,20-Jun-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
3350.00 Dr
CGST
301.50 Dr
SGST
301.50 Dr",251,3350.00,
MODERN SUPPLY AGENCY.pdf,27-Feb-20,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
700.00 Dr
CGST
63.00 Dr
SGST
63.00 Dr",252,700.00,
MODERN SUPPLY AGENCY.pdf,28-Feb-20,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
700.00 Dr
CGST
63.00 Dr
SGST
63.00 Dr",253,700.00,
COALESCENT INDIA.pdf,26-Jul-19,"(as per details)
PURCHASES
IGST
BEING PURCHASES MADE VIDE INVOICE
NO QNWI-","PURCHASES
546.61 Dr
IGST
98.39 Dr",11,546.61,
SRI VENKATESHWARA BATTERY WORKS & AUTO ELECTRICAL WORKS.pdf,28-Aug-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
4921.00 Dr
CGST
688.94 Dr
SGST
688.94 Dr",249,4921.00,
SRI VARU POWER TOOLS CO..pdf,24-Apr-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
5392.44 Dr
CGST
485.28 Dr
SGST
485.28 Dr",136,5392.44,
SRI VARU POWER TOOLS CO..pdf,20-Jun-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
1670.00 Dr
CGST
150.30 Dr
CGST
177.03 Dr
SGST
150.30 Dr
SGST
177.03 Dr",134,1967.00,
SRI VARU POWER TOOLS CO..pdf,20-Jun-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
1670.00 Dr
CGST
150.30 Dr
CGST
177.03 Dr
SGST
150.30 Dr
SGST
177.03 Dr",135,1967.00,
SRI VARU POWER TOOLS CO..pdf,21-Jun-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
713.00 Dr
CGST
64.17 Dr
CGST
14.49 Dr
SGST
64.17 Dr
SGST
14.49 Dr",143,713.00,
SRI VARU POWER TOOLS CO..pdf,21-Jun-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
713.00 Dr
CGST
64.17 Dr
CGST
14.49 Dr
SGST
64.17 Dr
SGST
14.49 Dr",144,713.00,
SRI VARU POWER TOOLS CO..pdf,26-Jun-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
170.00 Dr
CGST
15.30 Dr
SGST
15.30 Dr",142,170.00,
SRI VARU POWER TOOLS CO..pdf,8-Jul-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST",Payment,823,,1130.00
SRI VARU POWER TOOLS CO..pdf,8-Jul-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST",Payment,128,,1130.00
SRI VARU POWER TOOLS CO..pdf,8-Jul-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST",Payment,145,,1130.00
SRI VARU POWER TOOLS CO..pdf,31-Jul-19,"HDFC Bank  9564 1,460.00 1061 Payment
POS 524254XXXXXX1996 SRI VARU",Payment,1061,,1460.00
SRI VARU POWER TOOLS CO..pdf,31-Jul-19,Transaction details,Purchase,,13094.00,
SRI VARU POWER TOOLS CO..pdf,31-Jul-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
1238.00 Dr
CGST
111.42 Dr
SGST
111.42 Dr",346,1238.00,
SRI VARU POWER TOOLS CO..pdf,14-Aug-19,"(as per details)
PURCHASES
CGST
SGST",Payment,1137,,12649.00
SRI VARU POWER TOOLS CO..pdf,14-Aug-19,"(as per details)
PURCHASES
CGST
SGST",Payment,137,,12649.00
SRI VARU POWER TOOLS CO..pdf,17-Aug-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
7242.44 Dr
CGST
651.78 Dr
SGST
651.78 Dr",129,7242.44,
SRI VARU POWER TOOLS CO..pdf,9-Sep-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
160.20 Dr
CGST
14.40 Dr
SGST
14.40 Dr",139,160.20,
SRI VARU POWER TOOLS CO..pdf,17-Sep-19,"(as per details)
PURCHASES
CGST
CGST
CGST
SGST
SGST
SGST","PURCHASES
3559.32 Dr
CGST
320.34 Dr
CGST
7.11 Dr
CGST
7.11 Dr
SGST
320.34 Dr
SGST
7.11 Dr
SGST
7.11 Dr",130,3559.32,
SRI VARU POWER TOOLS CO..pdf,17-Sep-19,"(as per details)
PURCHASES
CGST
CGST
CGST
SGST
SGST
SGST","PURCHASES
3559.32 Dr
CGST
320.34 Dr
CGST
7.11 Dr
CGST
7.11 Dr
SGST
320.34 Dr
SGST
7.11 Dr
SGST
7.11 Dr",140,3559.32,
SRI VARU POWER TOOLS CO..pdf,17-Sep-19,"(as per details)
PURCHASES
CGST
CGST
CGST
SGST
SGST
SGST","PURCHASES
3559.32 Dr
CGST
320.34 Dr
CGST
7.11 Dr
CGST
7.11 Dr
SGST
320.34 Dr
SGST
7.11 Dr
SGST
7.11 Dr",141,3559.32,
SRI VARU POWER TOOLS CO..pdf,20-Sep-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
3559.32 Dr
CGST
320.34 Dr
SGST
320.34 Dr",342,3559.32,
SRI VARU POWER TOOLS CO..pdf,5-Dec-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
1635.52 Dr
CGST
147.24 Dr
SGST
147.24 Dr",132,1635.52,
SRI VARU POWER TOOLS CO..pdf,3-Jan-20,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
1636.00 Dr
CGST
147.24 Dr
SGST
147.24 Dr",133,1636.00,
RAMCHAND AND CO.pdf,4-Sep-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
350.00 Dr
CGST
31.50 Dr
SGST
31.50 Dr",92,350.00,
KRISHNA ELECTRIC.pdf,15-Jun-19,"HDFC Bank  9564 14,800.00 610 Payment
POS 524254XXXXXX1996 KRISHNA",Payment,610,,14800.00
TATA SIA AIRLINES LIMITED.pdf,18-Dec-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
4200.00 Dr
CGST
105.00 Dr
SGST
105.00 Dr",162,4200.00,
M B SALES INTERNATIONAL.pdf,23-Apr-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
100.00 Dr
CGST
9.00 Dr
CGST
19.50 Dr
SGST
9.00 Dr
SGST
19.50 Dr",126,220.00,
M B SALES INTERNATIONAL.pdf,23-Apr-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
100.00 Dr
CGST
9.00 Dr
CGST
19.50 Dr
SGST
9.00 Dr
SGST
19.50 Dr",127,220.00,
PIXEL INCORPORATION.pdf,7-Jun-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
177.68 Dr
CGST
10.66 Dr
SGST
10.66 Dr",283,177.68,
MAHAVEER METALS.pdf,4-Jan-20,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
1370.00 Dr
CGST
82.20 Dr
SGST
82.20 Dr",237,1370.00,
PRAKASH AGENCIES.pdf,26-Apr-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
484.00 Dr
CGST
43.56 Dr
SGST
43.56 Dr",146,571.12,
ONE 97 COMMUNICATION LTD.pdf,4-May-19,"(as per details)
PURCHASES
IGST
BEING PURCHASES MADE VIDE INVOICE
NO PF","PURCHASES
228.00 Dr
IGST
41.04 Dr",19,269.04,
ONE 97 COMMUNICATION LTD.pdf,1-Jul-19,"(as per details)
PURCHASES
IGST
IGST","PURCHASES
456.00 Dr
IGST
82.08 Dr
IGST
123.12 Dr",328,684.00,
ONE 97 COMMUNICATION LTD.pdf,1-Jul-19,"(as per details)
PURCHASES
IGST
IGST","PURCHASES
456.00 Dr
IGST
82.08 Dr
IGST
123.12 Dr",340,684.00,
ONE 97 COMMUNICATION LTD.pdf,22-Aug-19,"(as per details)
PURCHASES
IGST
IGST
BEING PURCHASES MADE VIDE INVOICE
NO PF","PURCHASES
472.88 Dr
IGST
85.12 Dr
IGST
42.56 Dr",20,472.88,
ONE 97 COMMUNICATION LTD.pdf,22-Aug-19,"(as per details)
PURCHASES
IGST
IGST
BEING PURCHASES MADE VIDE INVOICE
NO PF","PURCHASES
472.88 Dr
IGST
85.12 Dr
IGST
42.56 Dr",21,472.88,
ONE 97 COMMUNICATION LTD.pdf,4-Sep-19,"(as per details)
PURCHASES
IGST
BEING PURCHASES MADE VIDE INVOICE
NO PF","PURCHASES
236.44 Dr
IGST
42.56 Dr",22,236.44,
ONE 97 COMMUNICATION LTD.pdf,13-Oct-19,"(as per details)
PURCHASES
IGST
IGST
IGST
BEING PURCHASES MADE VIDE INVOICE
NO PF","PURCHASES
836.44 Dr
IGST
150.56 Dr
IGST
127.68 Dr
IGST
50.19 Dr",23,836.44,
ONE 97 COMMUNICATION LTD.pdf,13-Oct-19,"(as per details)
PURCHASES
IGST
IGST
IGST
BEING PURCHASES MADE VIDE INVOICE
NO PF","PURCHASES
836.44 Dr
IGST
150.56 Dr
IGST
127.68 Dr
IGST
50.19 Dr",24,836.44,
ONE 97 COMMUNICATION LTD.pdf,13-Oct-19,"(as per details)
PURCHASES
IGST
IGST
IGST
BEING PURCHASES MADE VIDE INVOICE
NO PF","PURCHASES
836.44 Dr
IGST
150.56 Dr
IGST
127.68 Dr
IGST
50.19 Dr",25,836.44,
ONE 97 COMMUNICATION LTD.pdf,19-Oct-19,"(as per details)
PURCHASES
IGST","PURCHASES
278.81 Dr
IGST
50.19 Dr",26,278.81,
ONE 97 COMMUNICATION LTD.pdf,19-Oct-19,Transaction details,Purchase,,5212.04,
ONE 97 COMMUNICATION LTD.pdf,23-Oct-19,"(as per details)
PURCHASES
IGST","PURCHASES
236.44 Dr
IGST
42.56 Dr",27,236.44,
ONE 97 COMMUNICATION LTD.pdf,2-Nov-19,"(as per details)
PURCHASES
IGST","PURCHASES
380.51 Dr
IGST
68.49 Dr",28,380.51,
ONE 97 COMMUNICATION LTD.pdf,19-Nov-19,"(as per details)
PURCHASES
IGST","PURCHASES
278.81 Dr
IGST
50.19 Dr",29,278.81,
ONE 97 COMMUNICATION LTD.pdf,16-Dec-19,"(as per details)
PURCHASES
IGST","PURCHASES
236.44 Dr
IGST
42.56 Dr",30,236.44,
ONE 97 COMMUNICATION LTD.pdf,27-Dec-19,"(as per details)
PURCHASES
IGST","PURCHASES
472.88 Dr
IGST
85.12 Dr",31,472.88,
ONE 97 COMMUNICATION LTD.pdf,18-Feb-20,"(as per details)
PURCHASES
IGST","PURCHASES
472.88 Dr
IGST
85.12 Dr",32,472.88,
INTECH SALES CORPORATION.pdf,1-Jun-19,"(as per details)
PURCHASES
IGST","PURCHASES
27000.00 Dr
IGST
4860.00 Dr",338,31860.00,
ELEGANT TRADERS.pdf,15-May-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
1980.00 Dr
CGST
178.20 Dr
SGST
178.20 Dr",254,1980.00,
COSMUS LIFESTYLE PRIVATE LIMITED.pdf,1-Jun-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
1100.84 Dr
CGST
99.08 Dr
SGST
99.08 Dr",339,1100.84,
SHOPDRIVE.pdf,22-Sep-19,"(as per details)
PURCHASES
IGST
BEING PURCHASES MADE VIDE INVOICE
NO DEL","PURCHASES
211.00 Dr
IGST
37.98 Dr",6,248.98,
KRISHNA AGENCY.pdf,18-May-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
4915.25 Dr
CGST
442.50 Dr
SGST
442.50 Dr",333,5800.25,
KRISHNA AGENCY.pdf,15-Jun-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
12542.00 Dr
CGST
1129.00 Dr
SGST
1129.00 Dr",285,14800.00,
LINK AUTOMOBILE & HARWARE.pdf,2-Aug-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
3389.82 Dr
CGST
305.09 Dr
SGST
305.09 Dr",216,3389.82,
CLOUDTAIL.pdf,11-May-19,"(as per details)
PURCHASES
IGST","PURCHASES
163.56 Dr
IGST
29.44 Dr",34,163.56,
CLOUDTAIL.pdf,1-Sep-19,"(as per details)
PURCHASES
IGST","PURCHASES
1719.49 Dr
IGST
309.51 Dr",62,1719.49,
CLOUDTAIL.pdf,22-Dec-19,"(as per details)
PURCHASES
IGST
IGST","PURCHASES
390.68 Dr
IGST
70.32 Dr
IGST
24.06 Dr",63,390.68,
CLOUDTAIL.pdf,22-Dec-19,"(as per details)
PURCHASES
IGST
IGST","PURCHASES
390.68 Dr
IGST
70.32 Dr
IGST
24.06 Dr",325,390.68,
CLOUDTAIL.pdf,16-Jan-20,"(as per details)
PURCHASES
IGST","PURCHASES
776.19 Dr
IGST
38.81 Dr",326,776.19,
URBAN LIFE STYLE.pdf,1-Dec-19,"(as per details)
PURCHASES
IGST","PURCHASES
237.14 Dr
IGST
11.86 Dr",345,237.14,
G S HARDWARE.pdf,3-Oct-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
339.80 Dr
CGST
30.60 Dr
SGST
30.60 Dr",238,339.80,
ZENITH INDUSTRIAL SUPPLIES.pdf,4-Mar-20,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
3000.00 Dr
CGST
270.00 Dr
SGST
270.00 Dr",84,3000.00,
MAHINDRA AND MAHINDRA LIMITED.pdf,27-Oct-19,"(as per details)
PURCHASES
IGST","PURCHASES
1190.00 Dr
IGST
214.20 Dr",40,1404.20,
S.N. BATTERY POINT.pdf,22-May-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
1718.74 Dr
CGST
240.63 Dr
SGST
240.63 Dr",267,1718.74,
INTERGLOBE AVIATION LIMITED.pdf,4-May-19,"(as per details)
PURCHASES
IGST","PURCHASES
16512.00 Dr
IGST
825.00 Dr",33,17337.00,
INTERGLOBE AVIATION LIMITED.pdf,11-Aug-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
3077.00 Dr
CGST
77.00 Dr
SGST
77.00 Dr",88,3077.00,
INTERGLOBE AVIATION LIMITED.pdf,4-Sep-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
2075.00 Dr
CGST
52.00 Dr
SGST
52.00 Dr",89,2075.00,
INTERGLOBE AVIATION LIMITED.pdf,18-Sep-19,"HDFC Bank  9564 5,499.00 1349 Payment
POS 524254XXXXXX1996 INTERGLOBE",Payment,1349,,5499.00
INTERGLOBE AVIATION LIMITED.pdf,3-Nov-19,"(as per details)
PURCHASES
IGST
IGST","PURCHASES
4118.00 Dr
IGST
206.00 Dr
IGST
228.00 Dr",36,4557.00,
INTERGLOBE AVIATION LIMITED.pdf,3-Nov-19,"(as per details)
PURCHASES
IGST
IGST","PURCHASES
4118.00 Dr
IGST
206.00 Dr
IGST
228.00 Dr",302,4557.00,
INTERGLOBE AVIATION LIMITED.pdf,26-Nov-19,"(as per details)
PURCHASES
IGST","PURCHASES
4172.00 Dr
IGST
209.00 Dr",41,4172.00,
INTERGLOBE AVIATION LIMITED.pdf,27-Dec-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
11000.00 Dr
CGST
276.00 Dr
SGST
276.00 Dr",90,11552.00,
INTERGLOBE AVIATION LIMITED.pdf,1-Jan-20,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
6668.00 Dr
CGST
166.00 Dr
SGST
166.00 Dr",87,7000.00,
LIBERTY GENERAL INSURANCE LIMITED.pdf,29-May-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
15712.00 Dr
CGST
1199.76 Dr
SGST
1199.76 Dr",91,18111.52,
TRANSMISSION CHAIN CENTRE.pdf,3-Aug-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
660.20 Dr
CGST
59.40 Dr
SGST
59.40 Dr",260,660.20,
TRUSTEDGES.pdf,26-Jun-19,"(as per details)
PURCHASES
IGST
BEING PURCHASES MADE VIDE INVOICE
NO  IN-","PURCHASES
363.56 Dr
IGST
65.44 Dr",14,363.56,
S & S INDUSTRIAL PRODUCTS.pdf,16-Apr-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
7958.52 Dr
CGST
716.26 Dr
SGST
716.26 Dr",262,9391.04,
cleartrip.pdf,2-Apr-19,"(as per details)
PURCHASES
IGST","PURCHASES
237.28 Dr
IGST
42.71 Dr",46,279.99,
cleartrip.pdf,8-Apr-19,"(as per details)
PURCHASES
IGST","PURCHASES
762.72 Dr
IGST
137.29 Dr",47,900.01,
cleartrip.pdf,24-Apr-19,"(as per details)
PURCHASES
IGST","PURCHASES
211.83 Dr
IGST
38.13 Dr",45,249.96,
cleartrip.pdf,11-Aug-19,"(as per details)
PURCHASES
IGST","PURCHASES
237.29 Dr
IGST
42.71 Dr",42,237.29,
cleartrip.pdf,30-Sep-19,"(as per details)
PURCHASES
IGST
IGST","PURCHASES
296.67 Dr
IGST
53.40 Dr
IGST
42.72 Dr",43,350.07,
cleartrip.pdf,30-Sep-19,"(as per details)
PURCHASES
IGST
IGST","PURCHASES
296.67 Dr
IGST
53.40 Dr
IGST
42.72 Dr",44,350.07,
HILTI INDIA  PVT LTD.pdf,10-Apr-19,"HDFC Bank  9564 7,479.00 73 Payment",Payment,73,,7479.00
HILTI INDIA  PVT LTD.pdf,6-Jan-20,"HDFC Bank  9564 5,518.90 1902 Payment",Payment,1902,,5518.90
HILTI INDIA  PVT LTD.pdf,13-Feb-20,"HDFC Bank  9564 19,109.00 2049 Payment",Payment,2049,,19109.00
HILTI  INDIA  PRIVATE  LIMITED.pdf,5-Apr-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
6338.68 Dr
CGST
570.48 Dr
SGST
570.48 Dr",70,7479.64,
HILTI  INDIA  PRIVATE  LIMITED.pdf,24-Apr-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
2786.98 Dr
CGST
250.83 Dr
SGST
250.83 Dr",76,3288.64,
HILTI  INDIA  PRIVATE  LIMITED.pdf,10-May-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
2836.80 Dr
CGST
255.31 Dr
SGST
255.31 Dr",69,3347.42,
HILTI  INDIA  PRIVATE  LIMITED.pdf,17-May-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
5625.00 Dr
CGST
506.25 Dr
SGST
506.25 Dr",71,6637.50,
HILTI  INDIA  PRIVATE  LIMITED.pdf,14-Jun-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
5937.76 Dr
CGST
534.40 Dr
SGST
534.40 Dr",72,7006.56,
HILTI  INDIA  PRIVATE  LIMITED.pdf,2-Aug-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
6446.58 Dr
CGST
580.19 Dr
SGST
580.19 Dr",73,7606.96,
HILTI  INDIA  PRIVATE  LIMITED.pdf,9-Sep-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
5625.00 Dr
CGST
506.25 Dr
SGST
506.25 Dr",74,6637.50,
HILTI  INDIA  PRIVATE  LIMITED.pdf,10-Sep-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
7993.92 Dr
CGST
719.45 Dr
SGST
719.45 Dr",75,9432.82,
HILTI  INDIA  PRIVATE  LIMITED.pdf,30-Dec-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
4677.04 Dr
CGST
420.93 Dr
SGST
420.93 Dr",65,5518.90,
HILTI  INDIA  PRIVATE  LIMITED.pdf,6-Feb-20,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
4943.78 Dr
CGST
444.94 Dr
CGST
506.25 Dr
SGST
444.94 Dr
SGST
506.25 Dr",66,6637.50,
